path,label,h_mean,h_std,s_mean,s_std,v_mean,v_std,l_mean,l_std,a_mean,a_std,b_mean,b_std,gray_mean,gray_std,h_hist_0,h_hist_1,h_hist_2,h_hist_3,h_hist_4,h_hist_5,h_hist_6,h_hist_7,h_hist_8,h_hist_9,h_hist_10,h_hist_11,h_hist_12,h_hist_13,h_hist_14,h_hist_15,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,hog_mean,hog_std,edge_density,area,perimeter,circularity,aspect_ratio
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 102_aug1.jpg,Diseased leaf,41.71314506639772,10.278073429395135,157.07952597075138,26.547498722012065,119.87972768532526,38.3659166595744,119.49147755925364,39.59166646454292,108.68981341401916,3.390595218780622,164.16100184905025,12.123934119017196,105.04679778113967,37.17979642193353,0.0001512859307695,0.0008572869119234,0.0924020856618881,0.645570695400238,0.1032610535621643,0.14911749958992,0.0084552029147744,0.0,0.0,0.0,0.0001008572871796,3.361909693921916e-05,0.0,0.0,3.361909693921916e-05,1.680954846960958e-05,39.38066484063744,0.3598441802031943,0.0920642931933584,0.8497215181999076,0.0610522776927037,0.0727853420730747,0.0590855605974267,0.114691544795517,0.1793746848179631,0.1241217011241532,0.0805681627150686,0.0788031601936661,0.0941838964516022,0.1353336695220149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2951097332454999,0.1433496919435603,0.1462766851571596,0.0,59501.0,964.9360725879668,0.8030397525957256,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 102_aug2.jpg,Diseased leaf,40.417027271812415,9.275700903448614,172.43576196705914,29.320977565711782,90.93935124618427,27.12072715537235,91.2102579584717,29.34862272525213,111.91662473583575,2.940170634595102,159.28202676864245,9.001677747642608,79.01435711650062,26.39415400123194,0.0001677233231021,0.0019455906003713,0.0911073088645935,0.7107778787612915,0.0703767091035842,0.120492435991764,0.0051323338411748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.081330926294818,0.391713753686481,0.1022264273716686,0.878574177109856,0.087014860285012,0.0929187212758223,0.0547952098209587,0.0862601053288004,0.1294991781535423,0.0909060413925915,0.065395323872641,0.0974807956778122,0.1191171044225434,0.1766126597535035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3087100836721882,0.118630030740289,0.1343128375431799,0.0,58675.0,1583.778778553009,0.2939503105844439,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 102_aug3.jpg,Diseased leaf,42.07385570464288,11.06775544000062,126.60408283926488,26.65988323044069,129.49907208198525,37.15507680331038,130.04005649624727,37.64116521963968,110.54651907569512,3.451892120225973,159.8915239205768,11.787067305532428,116.37036246284222,35.70820321036899,0.0021843025460839,0.000788319739513,0.0886202752590179,0.635911226272583,0.0999030992388725,0.1607351154088974,0.0105273528024554,1.64233279065229e-05,0.0,0.0,0.0005583931342698,1.64233279065229e-05,0.0006405097665265,0.0,8.21166395326145e-05,1.64233279065229e-05,50.4574358814741,0.3882296813985136,0.0823056238002066,0.7858202348655187,0.0543283680130347,0.0719505986291128,0.0539999014591469,0.1125326413619449,0.1924814005782246,0.1316822414536011,0.0788976662438388,0.0800144525270571,0.0966677068091663,0.127445022908449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2965863907714554,0.1521434318546018,0.1141585508055568,0.0,60401.0,978.14213514328,0.7933230233715236,0.9296874963684082
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 103.jpg,Diseased leaf,39.220881927562544,7.298649654631695,129.44408714650584,23.167262593524864,159.85366341508447,31.636931817946326,158.91625380804382,30.94463109655929,107.88891282272208,4.161412213493279,166.92400837000338,9.32303449376244,143.9607348370619,30.65576779759392,0.0,0.0013078129850327,0.1064713671803474,0.7655629515647888,0.0755915939807891,0.0476043932139873,0.0021540450397878,0.0010616364888846,0.0002461765834596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.91983627988048,0.3302337067629261,0.0665437387941712,0.8086468748504368,0.074160691755021,0.0810228636477055,0.0672677477910689,0.1018093977889988,0.1402283287666518,0.1097178201047832,0.0817306212868614,0.0856232883022183,0.1035018617087192,0.1549373788325855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147197828414114,0.1098297289062778,0.1039788288149612,0.0,64446.5,1040.6690464019775,0.7477973575376599,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 103_aug1.jpg,Diseased leaf,38.98438009978086,6.837458030242255,151.61253322142957,27.886357597803727,158.89313190656037,33.62954349467827,157.0043984395642,32.94304447879071,105.42621345642748,4.518449954418825,172.3464975676474,9.708581655734914,140.62286877729596,32.83881981863901,0.0,0.0007460250635631,0.1062153205275535,0.7747159600257874,0.0745247974991798,0.0427876487374305,0.0004040969070047,0.0004973500617779,0.0001087953278329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.714828187251,0.3236493262572151,0.06294091259501,0.8345962283295532,0.0514446464921054,0.0659765934619297,0.0620288773867047,0.1262025768930199,0.2010693026188422,0.13709765157307,0.0834304720149915,0.0731726270951155,0.0795760090754017,0.1200012433732767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3066708645947608,0.1289576057844598,0.1128518363096557,0.0,63835.5,1000.3259006738664,0.8016579444784,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 103_aug2.jpg,Diseased leaf,38.86426679907316,6.906020012527186,129.78927507447864,23.042998051247785,160.55541211519363,29.63957088424008,159.74475339291627,28.90957079347344,107.93886130420393,4.097492297216504,167.19491890102614,8.808003417289529,144.72308838133068,28.84667832826592,0.0001489573041908,0.0006123799830675,0.1149784848093986,0.7714332938194275,0.070638857781887,0.0412446223199367,0.0003641178482212,0.0003475670237094,0.0,1.655081177887041e-05,0.0001324064942309,6.620324711548164e-05,0.0,0.0,0.0,1.655081177887041e-05,40.16535420816733,0.4104442033180419,0.093028135441002,0.8478304526371782,0.0512578616343717,0.0710195299557924,0.0621648460764289,0.1180734855988402,0.1943727242602718,0.1337802052278421,0.0860807679562052,0.0747765640504009,0.0843760344242903,0.1240979807990053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967339826407519,0.1460272012008467,0.081496193313467,0.0,59954.5,966.693431854248,0.8062210141683638,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 103_aug3.jpg,Diseased leaf,39.20614385921733,7.175190803400398,112.3505107063746,20.32176759011822,197.12687669209944,33.86881859493034,193.6525812207728,31.91441832490209,106.69523750922964,4.151789506084251,168.6572729510214,9.939088146972043,180.11230925424564,32.96261303105315,0.0,0.0001692099467618,0.1057408303022384,0.7675516605377197,0.0763598307967186,0.0465788841247558,0.002399704651907,0.0011844695545732,1.538272226753179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.614090512948213,0.3146896691042473,0.0619868190341446,0.8247328233266491,0.0707451390587197,0.0798517105574721,0.0667917794722681,0.1067714742784461,0.1469665271943919,0.1128322667961969,0.0830359340376102,0.0842973172519644,0.0987109278842802,0.1499969234532673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122593316120834,0.1166414201033515,0.1141397981786788,0.0,64485.0,1058.083260178566,0.7238171702840294,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 104.jpg,Diseased leaf,37.55732727050781,2.613665486526992,245.7165679931641,11.989489880367982,155.62576293945312,23.979138991606085,151.5626983642578,23.596970616675776,97.36077880859376,4.67793253078727,189.04400634765625,8.173642224302284,127.49615478515624,22.38847858277628,0.0,0.000274658203125,0.100433349609375,0.89886474609375,0.00042724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.166007843625504,0.3577479149100808,0.1004171283924156,0.5792553047807729,0.0254669189449239,0.0732269287098201,0.0271606445308355,0.0863494873033699,0.237991333004181,0.1856384277315424,0.0733795166004428,0.075561523436347,0.1049804687483981,0.1102447509748803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888645838703463,0.1663380991451035,0.0414733886718725,0.0,65025.0,1020.0,0.7853981633966933,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 104_aug1.jpg,Diseased leaf,39.23832959281821,3.796481205091778,251.84196857967297,7.699106728017264,134.01607887143314,26.204198770999906,130.437960884899,26.37707395820732,97.72217056748958,5.178128619530743,182.57539275408783,9.347027299155396,107.24286630330234,24.05186317278721,0.0001763385662343,0.0006252003950066,0.0532542467117309,0.9336325526237488,0.0088008977472782,0.0030779095832258,1.6030779079301283e-05,0.0,3.2061558158602566e-05,8.015389903448522e-05,0.0002564924652688,0.0,3.2061558158602566e-05,0.0,1.6030779079301283e-05,0.0,40.60926606075698,0.3757689947664716,0.0996680754414593,0.6697373682792874,0.0186918884254778,0.0575024046159425,0.024030137864315,0.0942449503030739,0.2936357806942347,0.1930426418693003,0.0746072459109553,0.0639467778123766,0.0932189804409551,0.0870791920473376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763977056627275,0.1863207431712031,0.0491183071497243,0.0,61895.0,989.5391039848328,0.7943273370089968,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 104_aug2.jpg,Diseased leaf,37.55329895019531,2.608046732147322,245.68902587890625,12.02590203494994,155.62478637695312,23.98360248431732,151.5598907470703,23.597481638109507,97.36380004882812,4.6731817113906216,189.0427703857422,8.17969227051926,127.49627685546876,22.38768663237725,0.0,0.000274658203125,0.09954833984375,0.8997650146484375,0.0004119873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.164825074701195,0.3576574807650504,0.1003986404475078,0.5792664996367062,0.0254821777339861,0.0733489990223182,0.0270843505855242,0.0864868164049303,0.2379455566369942,0.1857147216768537,0.07356262206919,0.0755767822254093,0.1045532226546546,0.1102447509748803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921543367726096,0.1604897334862663,0.04145812988281,0.0,65025.0,1020.0,0.7853981633966933,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 104_aug3.jpg,Diseased leaf,37.56703186035156,2.585965613746451,245.4998474121093,12.122937212828006,155.1632537841797,24.152819895815984,151.13674926757812,23.730327112830903,97.4330596923828,4.648011293601866,188.88975524902344,8.18220032296665,127.13191223144533,22.504129876364843,0.0,0.00018310546875,0.0964813232421875,0.9024810791015624,0.0008544921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36972422808765,0.5888358808580603,0.1409379910854623,0.7886780172388436,0.0165405273434976,0.0579528808584907,0.0229797363277743,0.0897064208970686,0.2734985351520768,0.2146148681607877,0.0759277343738414,0.0641021728505843,0.0974426269516381,0.0872344970689814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834056334382466,0.1754775141656651,0.049987792968747,0.0,65025.0,1020.0,0.7853981633966933,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 105.jpg,Diseased leaf,64.52346066090304,10.038613646198916,142.05719651698823,31.627666430730937,103.8552159808776,32.62926405230233,100.15127198224349,32.36122305412937,101.28933521660174,6.61475402238447,146.91511322892575,8.055807443157033,83.50179272665187,31.09287875345252,0.0002638645237311,0.0056032408028841,0.0162509512156248,0.0260449815541505,0.1044903546571731,0.4004532396793365,0.4325670897960663,0.0140469055622816,0.0002483430725988,0.0,0.0,0.0,0.0,0.0,0.0,3.104288407485001e-05,27.91558764940239,0.4644870079530752,0.0991927661755839,0.7874704663473098,0.048364815992544,0.0774985642653313,0.0485976376356403,0.1028761233628311,0.1956477874152816,0.1442407686196122,0.0808511959259184,0.0845608207725866,0.0926785353952119,0.1246837505995206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3107648864428093,0.1205665642567007,0.0670060688841593,0.0,64221.5,1058.2670254707336,0.7206091639444031,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 105_aug1.jpg,Diseased leaf,64.709041367352,9.635977467780844,129.81410288167783,26.93415377090861,102.22719841466436,28.74507872473318,99.29054578482372,28.591312806290464,103.13112046899514,6.014955219538949,145.2294443068285,7.423949155837844,83.62323507555115,27.175665063917613,0.0001155973877757,0.0041449922136962,0.0135909505188465,0.0248699523508548,0.103558748960495,0.3947155475616455,0.4491784274578094,0.0094129303470253,0.0001155973877757,6.605565431527793e-05,3.302782715763897e-05,0.0,4.954173709847964e-05,3.302782715763897e-05,6.605565431527793e-05,4.954173709847964e-05,28.33984375,0.5358490194877799,0.1198147387093165,0.7956817063656565,0.0315580876883567,0.0622409379892289,0.0426884650310843,0.1148707786290996,0.2299232103008847,0.1763190487957011,0.083560399635314,0.0710593675159597,0.0864998761442242,0.1012798282536325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2981939200650265,0.1460254824905863,0.0625381884237429,0.0,60490.0,1020.7350617647172,0.7295706978402698,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 105_aug2.jpg,Diseased leaf,65.453304893715,10.224249896026231,204.9895290496158,53.74822232476338,66.88552245679521,25.118485649352124,62.01757277552901,26.877664670257506,103.88697675545968,6.168969422942578,145.16656567370384,6.851237949557715,48.615847007780495,24.50291846965302,0.00053324282635,0.0059626246802508,0.0166274812072515,0.0269045252352952,0.0673340260982513,0.3613689839839935,0.5081804394721985,0.0129432585090398,0.0001454298617318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.975084038844624,0.6448925365917199,0.3415502071221908,0.847399579639675,0.0351697893682243,0.0634801367025358,0.0450832585974481,0.1244879656755341,0.2279613156499997,0.1765276195511906,0.0747751896629717,0.0630196087921317,0.0888818867079797,0.1006132292677457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503932651253068,0.1892815846215178,0.1075453862374767,0.0,39360.5,1955.4570529460907,0.1293522258893494,1.0448979549187838
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 105_aug3.jpg,Diseased leaf,64.52346066090304,10.038613646198916,142.05719651698823,31.627666430730937,103.8552159808776,32.62926405230233,100.15127198224349,32.361223054129375,101.28933521660174,6.614754022384469,146.91511322892575,8.055807443157033,83.50179272665187,31.09287875345252,0.0002638645237311,0.0056032408028841,0.0162509512156248,0.0260449815541505,0.1044903546571731,0.4004532396793365,0.4325670897960663,0.0140469055622816,0.0002483430725988,0.0,0.0,0.0,0.0,0.0,0.0,3.104288407485001e-05,27.91558764940239,0.4644870079530752,0.0991927661755839,0.7874704663473098,0.048364815992544,0.0774985642653313,0.0485976376356403,0.1028761233628311,0.1956477874152816,0.1442407686196122,0.0808511959259184,0.0845608207725866,0.0926785353952119,0.1246837505995206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105022263362402,0.1212414058918841,0.0669595045555394,0.0,64221.5,1058.2670254707336,0.7206091639444031,0.99999999609375
dataset/train_banana_aug\Diseased leaf\Banana Diseased leaf 106.jpg,Diseased leaf,31.57255002262577,3.7465580817392254,174.72864815944283,42.47243941859418,128.25598599169732,32.55013442721701,129.22285399492395,30.61194869414237,114.81854132646036,6.324293082734208,170.34164912349735,11.883041978467448,114.6633285458516,30.02422762303505,5.902374687138945e-05,0.0158773884177207,0.644775390625,0.3378519415855407,0.001436244463548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.22551979581677,0.396784326238084,0.1938104777472681,0.6770842460139374,0.0477895606656346,0.1076593149289224,0.0490684085220637,0.0909752690481245,0.2323961673867748,0.1097054714992089,0.0591024455494303,0.0998878548783149,0.0830267377558575,0.1203887697459935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694852066431766,0.172650742535331,0.1692014087000873,0.0,49570.5,1382.4722113609314,0.325927002582476,0.99999999609375
